code,link,date,season,name,dayofweek,comp,round,venue,result,team,opponent,game_started,position,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,name_link,assisted_shots,crosses_into_penalty_area,pass_xa,passes_completed_long,passes_completed_medium,passes_completed_short,passes_into_final_third,passes_into_penalty_area,passes_long,passes_medium,passes_pct_long,passes_pct_medium,passes_pct_short,passes_progressive_distance,passes_short,passes_total_distance,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,crosses,passes_blocked,passes_dead,passes_free_kicks,passes_live,passes_offsides,passes_switches,through_balls,throw_ins,gca_defense,gca_fouled,gca_passes_dead,gca_passes_live,gca_shots,gca_take_ons,sca_defense,sca_fouled,sca_passes_dead,sca_passes_live,sca_shots,sca_take_ons,blocked_passes,blocked_shots,challenge_tackles,challenge_tackles_pct,challenges,challenges_lost,clearances,errors,tackles_att_3rd,tackles_def_3rd,tackles_interceptions,tackles_mid_3rd,tackles_won,carries_distance,carries_into_final_third,carries_into_penalty_area,carries_progressive_distance,dispossessed,miscontrols,passes_received,progressive_passes_received,take_ons_tackled,take_ons_tackled_pct,take_ons_won_pct,touches_att_3rd,touches_att_pen_area,touches_def_3rd,touches_def_pen_area,touches_live_ball,touches_mid_3rd,aerials_lost,aerials_won,aerials_won_pct,ball_recoveries,cards_yellow_red,fouled,fouls,offsides,own_goals,pens_conceded,pens_won,scrape_datetime
774cf58b,https://fbref.com//en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,20232024,Max Aarons,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,West Ham,Y,RB,74,0,0,0,0,0,0,0,0,50,2,0,0,0.0,0.0,0.1,4,0,39,44,88.6,3,27,3,3,2,Match Report,"('Max Aarons', 'https://fbref.com//en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League')",1,0,0.1,3,14,20,1,1,4,16,75.0,87.5,100.0,158,20,618,0,0,0,0,1,2,8,1,36,0,0,1,7,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,66.7,3,1,1,0,0,1,2,1,0,165,1,0,87,0,0,29,1,1,33.3,66.7,8,0,11,0,50,31,3,0,0.0,3,0,2,1,0,0,0,0,2023-08-25 00:55:42.669399
774cf58b,https://fbref.com//en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,2023-08-19,20232024,Max Aarons,Sat,Premier League,Matchweek 2,Away,L 1–3,Bournemouth,Liverpool,Y,RB,90,0,0,0,0,1,0,0,0,59,2,0,3,0.0,0.0,0.0,1,0,33,43,76.7,4,27,0,5,0,Match Report,"('Max Aarons', 'https://fbref.com//en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League')",0,1,0.0,2,10,20,2,2,3,13,66.7,76.9,83.3,215,24,466,0,0,0,0,2,2,10,2,33,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,50.0,4,2,4,0,0,2,2,0,2,224,2,0,122,0,0,29,4,2,40.0,0.0,8,0,22,7,59,30,1,2,66.7,6,0,5,1,0,0,0,0,2023-08-25 00:55:42.669399
77816c91,https://fbref.com//en/matches/8fd77664/Norrkoping-Hacken-July-2-2023-Allsvenskan,2023-07-02,20232024,Bénie Adama Traore,Sun,Allsvenskan,Matchweek 13,Away,D 2–2,Häcken,Norrköping,Y,FW,77,0,0,0,0,3,2,0,0,,,1,,,,,,,,,,,,,,,Match Report,"('Bénie Adama Traore', 'https://fbref.com//en/matches/8fd77664/Norrkoping-Hacken-July-2-2023-Allsvenskan')",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,,,2023-08-25 00:55:42.669399
77816c91,https://fbref.com//en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,20232024,Bénie Adama Traore,Sat,Premier League,Matchweek 1,Home,L 0–1,Sheffield Utd,Crystal Palace,Y,RW,86,0,0,0,0,0,0,0,0,20,2,0,1,0.0,0.0,0.3,2,0,10,12,83.3,3,14,2,5,0,Match Report,"('Bénie Adama Traore', 'https://fbref.com//en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League')",2,0,0.1,1,4,5,1,2,1,5,100.0,80.0,100.0,50,5,169,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.0,2,2,0,0,1,0,2,1,1,126,2,0,55,1,1,8,5,5,100.0,0.0,11,1,4,1,20,6,4,0,0.0,7,0,1,5,0,0,0,0,2023-08-25 00:55:42.669399
77816c91,https://fbref.com//en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League,2023-08-18,20232024,Bénie Adama Traore,Fri,Premier League,Matchweek 2,Away,L 1–2,Sheffield Utd,Nott'ham Forest,Y,"AM,FW",81,0,0,0,0,1,1,0,0,24,0,0,1,0.3,0.3,0.0,0,0,13,16,81.3,3,14,2,7,2,Match Report,"('Bénie Adama Traore', 'https://fbref.com//en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League')",0,0,0.0,0,7,6,0,2,0,7,,100.0,85.7,33,7,225,0,0,0,0,1,1,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,72,1,1,41,1,1,15,2,5,71.4,28.6,9,2,2,0,24,14,2,0,0.0,3,0,1,1,1,0,0,0,2023-08-25 00:55:42.669399
0480ebc7,https://fbref.com//en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,20232024,Elijah Adebayo,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,FW,63,0,0,0,0,0,0,0,0,16,0,1,0,0.0,0.0,0.0,1,0,7,10,70.0,4,7,1,3,0,Match Report,"('Elijah Adebayo', 'https://fbref.com//en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League')",1,0,0.0,0,4,3,0,1,0,6,,66.7,75.0,41,4,113,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,56,2,0,27,0,0,8,3,3,100.0,0.0,5,0,2,1,16,10,1,2,66.7,0,0,0,0,0,0,0,0,2023-08-25 00:55:42.669399
4dcec659,https://fbref.com//en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,2023-08-12,20232024,Simon Adingra,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,N,RW,17,1,0,0,0,1,1,0,0,9,0,0,0,0.3,0.3,0.0,0,0,6,6,100.0,0,5,0,1,0,Match Report,"('Simon Adingra', 'https://fbref.com//en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League')",0,0,0.0,0,1,5,0,0,0,1,,100.0,100.0,10,5,65,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,3,0,1,5,2,1,100.0,0.0,8,2,0,0,9,1,0,0,,2,0,0,0,0,0,0,0,2023-08-25 00:55:42.669399
4dcec659,https://fbref.com//en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League,2023-08-19,20232024,Simon Adingra,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,"('Simon Adingra', 'https://fbref.com//en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-25 00:55:42.669399
288e1e13,https://fbref.com//en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,2023-08-12,20232024,Nayef Aguerd,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,41,2,2,0,0.0,0.0,0.0,1,0,22,29,75.9,3,12,0,0,0,Match Report,"('Nayef Aguerd', 'https://fbref.com//en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League')",0,0,0.0,6,9,7,3,0,9,12,66.7,75.0,100.0,242,7,510,0,0,0,0,0,0,8,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,100.0,2,0,7,1,0,2,4,0,0,76,0,0,26,0,1,9,0,0,,,1,0,29,12,41,11,2,5,71.4,5,0,1,1,0,0,0,0,2023-08-25 00:55:42.669399
288e1e13,https://fbref.com//en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,2023-08-20,20232024,Nayef Aguerd,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,CB,66,1,0,0,0,1,1,2,1,36,1,3,2,0.1,0.1,0.0,0,0,16,24,66.7,0,19,0,0,0,Match Report,"('Nayef Aguerd', 'https://fbref.com//en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League')",0,0,0.0,2,8,6,0,0,8,9,25.0,88.9,85.7,125,7,316,0,0,0,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,100.0,1,0,3,0,0,0,4,1,0,62,0,0,41,1,1,14,0,0,,,1,1,22,5,36,14,0,0,,6,1,0,2,0,0,0,0,2023-08-25 00:55:42.669399
a6c58494,https://fbref.com//en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,20232024,Naouirou Ahamada,Sat,Premier League,Matchweek 1,Away,W 1–0,Crystal Palace,Sheffield Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,"('Naouirou Ahamada', 'https://fbref.com//en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-25 00:55:42.669399
a6c58494,https://fbref.com//en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,20232024,Naouirou Ahamada,Mon,Premier League,Matchweek 2,Home,L 0–1,Crystal Palace,Arsenal,N,LW,17,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,0,0,15,18,83.3,4,13,2,0,0,Match Report,"('Naouirou Ahamada', 'https://fbref.com//en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League')",0,0,0.0,0,8,7,1,0,0,9,,88.9,87.5,69,8,233,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100.0,2,0,0,0,0,1,2,1,2,89,1,0,47,0,0,15,4,0,,,11,0,3,0,19,5,0,0,,2,0,0,1,0,0,0,0,2023-08-25 00:55:42.669399
eab957a3,https://fbref.com//en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League,2023-08-12,20232024,Anel Ahmedhodzic,Sat,Premier League,Matchweek 1,Home,L 0–1,Sheffield Utd,Crystal Palace,Y,CB,90,0,0,0,0,2,0,1,0,42,2,1,1,0.1,0.1,0.0,1,0,17,27,63.0,1,18,1,1,1,Match Report,"('Anel Ahmedhodzic', 'https://fbref.com//en/matches/55fd92c7/Sheffield-United-Crystal-Palace-August-12-2023-Premier-League')",0,0,0.0,0,5,11,2,0,5,7,0.0,71.4,84.6,92,13,224,0,0,0,0,0,0,1,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,50.0,2,1,8,0,1,1,3,0,1,57,1,0,29,2,0,18,1,0,0.0,100.0,6,1,16,4,42,21,0,2,100.0,5,0,1,3,0,0,0,0,2023-08-25 00:55:42.669399
eab957a3,https://fbref.com//en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League,2023-08-18,20232024,Anel Ahmedhodzic,Fri,Premier League,Matchweek 2,Away,L 1–2,Sheffield Utd,Nott'ham Forest,Y,CB,90,0,0,0,0,1,0,0,0,71,3,1,2,0.1,0.1,0.0,2,1,42,58,72.4,1,30,1,2,1,Match Report,"('Anel Ahmedhodzic', 'https://fbref.com//en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League')",0,0,0.0,3,8,31,1,0,7,13,42.9,61.5,83.8,160,37,554,0,0,0,0,1,0,2,0,56,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,40.0,5,3,4,0,1,2,4,0,3,152,4,1,83,1,0,37,3,0,0.0,50.0,13,2,39,7,71,20,4,5,55.6,3,0,0,1,1,0,0,0,2023-08-25 00:55:42.669399
246d153b,https://fbref.com//en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,20232024,Ola Aina,Sat,Premier League,Matchweek 1,Away,L 1–2,Nott'ham Forest,Arsenal,Y,LM,71,0,0,0,0,1,0,1,0,23,3,0,0,0.0,0.0,0.0,1,0,9,14,64.3,0,8,1,2,1,Match Report,"('Ola Aina', 'https://fbref.com//en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League')",0,0,0.0,3,3,3,0,0,3,4,100.0,75.0,42.9,172,7,228,0,0,0,0,0,0,4,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,100.0,2,0,4,0,0,3,3,0,3,59,1,0,33,1,0,9,1,0,0.0,50.0,3,0,12,2,23,8,0,1,100.0,1,0,0,1,0,0,0,0,2023-08-25 00:55:42.669399
9b398aea,https://fbref.com//en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,20232024,Rayan Aït Nouri,Mon,Premier League,Matchweek 1,Away,L 0–1,Wolves,Manchester Utd,Y,LB,76,0,0,0,0,0,0,1,0,48,2,1,3,0.0,0.0,0.0,1,0,32,39,82.1,4,23,3,3,2,Match Report,"('Rayan Aït Nouri', 'https://fbref.com//en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League')",1,0,0.0,2,8,22,2,0,3,10,66.7,80.0,91.7,238,24,424,0,0,0,0,0,1,9,2,30,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,50.0,2,1,3,0,0,2,3,0,0,166,3,0,121,0,1,23,1,1,33.3,66.7,12,0,24,8,48,14,0,0,,8,0,0,2,0,0,0,0,2023-08-25 00:55:42.669399
9b398aea,https://fbref.com//en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League,2023-08-19,20232024,Rayan Aït Nouri,Sat,Premier League,Matchweek 2,Home,L 1–4,Wolves,Brighton,Y,LB,85,0,0,0,0,1,0,0,0,54,5,0,0,0.3,0.3,0.0,3,0,40,46,87.0,5,31,1,4,2,Match Report,"('Rayan Aït Nouri', 'https://fbref.com//en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League')",1,0,0.1,4,12,24,3,1,6,12,66.7,100.0,96.0,162,25,658,0,0,0,0,0,2,9,1,37,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,66.7,3,1,0,0,0,4,5,1,4,175,2,1,66,3,0,35,1,2,50.0,50.0,13,2,16,1,54,27,0,2,100.0,2,0,1,0,0,0,0,0,2023-08-25 00:55:42.669399
a8c0acb7,https://fbref.com//en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,2023-08-13,20232024,Kristoffer Ajer,Sun,Premier League,Matchweek 1,Home,D 2–2,Brentford,Tottenham,Y,CB,83,0,0,0,0,0,0,0,0,35,0,1,2,0.0,0.0,0.0,1,0,19,25,76.0,1,9,0,0,0,Match Report,"('Kristoffer Ajer', 'https://fbref.com//en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League')",0,0,0.0,2,5,12,0,0,4,7,50.0,71.4,92.3,137,13,290,0,0,0,0,0,0,6,2,19,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0,1,1,6,0,0,0,1,0,0,66,0,0,38,1,1,16,0,0,,,7,1,20,7,35,8,0,3,100.0,1,0,0,1,0,0,0,0,2023-08-25 00:55:42.669399
a8c0acb7,https://fbref.com//en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League,2023-08-19,20232024,Kristoffer Ajer,Sat,Premier League,Matchweek 2,Away,W 3–0,Brentford,Fulham,N,RB,2,0,1,0,0,1,0,0,0,8,0,0,0,0.1,0.1,1.0,2,1,6,7,85.7,1,7,1,0,0,Match Report,"('Kristoffer Ajer', 'https://fbref.com//en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League')",1,0,0.6,0,3,3,2,0,1,3,0.0,100.0,100.0,37,3,109,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,58,0,0,52,1,0,9,2,0,,,2,2,4,0,8,2,0,0,,0,0,0,0,0,0,0,0,2023-08-25 00:55:42.669399
89ac64a6,https://fbref.com//en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,20232024,Manuel Akanji,Sun,Community Shield,FA Community Shield,Neutral,D 1 (1)–1 (4),Manchester City,Arsenal,Y,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,"('Manuel Akanji', 'https://fbref.com//en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield')",,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,2023-08-25 00:55:42.669399
89ac64a6,https://fbref.com//en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,20232024,Manuel Akanji,Fri,Premier League,Matchweek 1,Away,W 3–0,Manchester City,Burnley,Y,"CB,RB",90,0,0,0,0,0,0,0,0,109,3,0,2,0.0,0.0,0.0,1,0,89,102,87.3,2,78,1,0,0,Match Report,"('Manuel Akanji', 'https://fbref.com//en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League')",0,0,0.0,3,41,41,4,0,6,48,50.0,85.4,97.6,382,42,1375,0,0,0,0,1,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,50.0,4,2,2,0,0,1,3,2,1,488,0,0,250,0,0,90,1,0,,,3,0,57,10,109,49,1,4,80.0,2,0,0,0,0,0,0,0,2023-08-25 00:55:42.669399
89ac64a6,https://fbref.com//en/matches/572ae2f0/Manchester-City-Sevilla-August-16-2023-UEFA-Super-Cup,2023-08-16,20232024,Manuel Akanji,Wed,Super Cup,UEFA Super Cup,Home,D 1 (5)–1 (4),eng Manchester City,es Sevilla,Y,CB,120,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,Match Report,"('Manuel Akanji', 'https://fbref.com//en/matches/572ae2f0/Manchester-City-Sevilla-August-16-2023-UEFA-Super-Cup')",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,2023-08-25 00:55:42.669399
89ac64a6,https://fbref.com//en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,20232024,Manuel Akanji,Sat,Premier League,Matchweek 2,Home,W 1–0,Manchester City,Newcastle Utd,Y,CB,90,0,0,0,0,1,0,0,0,68,1,2,2,0.0,0.0,0.1,1,0,57,60,95.0,4,30,0,0,0,Match Report,"('Manuel Akanji', 'https://fbref.com//en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League')",1,0,0.0,1,15,38,3,0,1,17,100.0,88.2,97.4,135,39,789,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,100.0,1,0,3,0,0,0,3,1,0,143,0,0,59,0,0,51,0,0,,,11,0,23,4,68,34,0,0,,8,0,0,0,0,0,0,0,2023-08-25 00:55:42.669399
eaeca114,https://fbref.com//en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,2023-08-11,20232024,Nathan Aké,Fri,Premier League,Matchweek 1,Away,W 3–0,Manchester City,Burnley,Y,CB,78,0,0,0,0,1,0,0,0,79,3,2,0,0.3,0.3,0.0,2,1,65,69,94.2,1,53,1,0,0,Match Report,"('Nathan Aké', 'https://fbref.com//en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League')",0,0,0.0,5,29,29,3,0,6,31,83.3,93.5,96.7,222,30,1085,0,0,0,0,0,0,1,0,68,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,100.0,3,0,1,0,0,3,5,0,3,233,0,0,93,0,0,61,0,0,,,5,2,36,2,79,39,1,3,75.0,5,0,1,0,0,0,0,0,2023-08-25 00:55:42.669399
eaeca114,https://fbref.com//en/matches/572ae2f0/Manchester-City-Sevilla-August-16-2023-UEFA-Super-Cup,2023-08-16,20232024,Nathan Aké,Wed,Super Cup,UEFA Super Cup,Home,D 1 (5)–1 (4),eng Manchester City,es Sevilla,Y,CB,120,0,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,Match Report,"('Nathan Aké', 'https://fbref.com//en/matches/572ae2f0/Manchester-City-Sevilla-August-16-2023-UEFA-Super-Cup')",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,2023-08-25 00:55:42.669399
eaeca114,https://fbref.com//en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,20232024,Nathan Aké,Sat,Premier League,Matchweek 2,Home,W 1–0,Manchester City,Newcastle Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,"('Nathan Aké', 'https://fbref.com//en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-25 00:55:42.669399
cd1acf9d,https://fbref.com//en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,2023-08-13,20232024,Trent Alexander-Arnold,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,Y,RB,90,0,0,0,0,0,0,1,0,57,2,0,0,0.0,0.0,0.0,1,0,26,47,55.3,4,21,0,1,0,Match Report,"('Trent Alexander-Arnold', 'https://fbref.com//en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League')",0,1,0.0,3,13,7,4,1,12,21,25.0,61.9,77.8,209,9,494,1,0,1,0,3,1,8,2,38,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,6,0,0,2,2,0,1,56,2,0,17,0,1,26,1,1,100.0,0.0,17,0,27,7,57,13,0,0,,8,0,1,0,0,0,0,0,2023-08-25 00:55:42.669399
cd1acf9d,https://fbref.com//en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,2023-08-19,20232024,Trent Alexander-Arnold,Sat,Premier League,Matchweek 2,Home,W 3–1,Liverpool,Bournemouth,Y,RB,74,0,0,0,0,3,2,0,0,79,1,1,1,0.1,0.1,0.1,7,1,53,70,75.7,6,34,6,4,3,Match Report,"('Trent Alexander-Arnold', 'https://fbref.com//en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League')",3,0,0.1,7,21,24,6,1,20,25,35.0,84.0,100.0,481,24,968,3,0,2,0,8,0,16,5,54,0,3,0,8,0,0,0,1,0,0,0,0,1,4,1,1,1,0,1,50.0,2,1,1,1,0,1,2,0,1,172,1,2,118,0,2,49,3,0,0.0,75.0,24,3,18,1,79,39,0,0,,7,0,1,0,0,0,0,0,2023-08-25 00:55:42.669399
7a2e46a8,https://fbref.com//en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,2023-08-13,20232024,Alisson,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,Y,GK,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,19,25,76.0,0,20,0,0,0,Match Report,"('Alisson', 'https://fbref.com//en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League')",0,0,0.0,3,13,3,0,0,9,13,33.3,100.0,100.0,237,3,422,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,114,0,0,82,0,0,13,0,0,,,0,0,27,23,27,0,0,0,,0,0,0,0,0,0,0,0,2023-08-25 00:55:42.669399
7a2e46a8,https://fbref.com//en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,2023-08-19,20232024,Alisson,Sat,Premier League,Matchweek 2,Home,W 3–1,Liverpool,Bournemouth,Y,GK,90,0,0,0,0,0,0,1,0,55,0,0,0,0.0,0.0,0.0,0,0,42,51,82.4,0,36,0,0,0,Match Report,"('Alisson', 'https://fbref.com//en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League')",0,0,0.0,5,32,5,0,0,13,32,38.5,100.0,100.0,649,5,979,0,0,0,0,0,0,9,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,113,0,0,60,0,1,35,0,0,,,0,0,54,33,55,1,0,0,,1,0,0,1,0,0,0,0,2023-08-25 00:55:42.669399
862a1c15,https://fbref.com//en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,20232024,Miguel Almirón,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,Y,RW,85,0,0,0,0,1,1,0,0,39,2,1,1,0.1,0.1,0.3,4,0,31,32,96.9,2,34,4,2,0,Match Report,"('Miguel Almirón', 'https://fbref.com//en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League')",2,0,0.1,1,8,22,3,1,1,8,100.0,100.0,95.7,93,23,440,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,2,66.7,3,1,0,0,1,1,3,0,2,200,0,1,105,1,1,30,6,1,50.0,0.0,16,3,8,0,39,15,1,0,0.0,4,0,1,0,0,0,0,0,2023-08-25 00:55:42.669399
